# lib	action	name	evidence
rapi	remove	CeSetDatabaseInfoEx2	move: coredll-doc.def (documented Coredll.lib + Rapi.lib; R1 cegcc coredll)
rapi	remove	CeUnmountDBVol	move: coredll-doc.def (documented Coredll.lib + Rapi.lib; R1 cegcc coredll)
rapi	remove	CeWriteRecordProps	move: coredll-doc.def (documented Coredll.lib + Rapi.lib; R1 cegcc coredll)
rapi	add	CeSyncStop	move from ole32-doc.def (documented rapi.lib ee496864)
ole32	remove	CeGetDiskFreeSpaceEx	move: rapi-doc.def (documented rapi.lib)
ole32	remove	CeSyncStop	move: rapi-doc.def (documented rapi.lib)
iphlpapi	add	Icmp6CreateFile	move from icmplib-doc.def (CE5 Icmplib.lib / CE6 Iphlpapi.lib; R1 iphlpapi.def)
iphlpapi	add	Icmp6ParseReplies	move from icmplib-doc.def (CE5 Icmplib.lib / CE6 Iphlpapi.lib; R1 iphlpapi.def)
iphlpapi	add	IcmpCloseHandle	move from icmplib-doc.def (CE5 Icmplib.lib / CE6 Iphlpapi.lib; R1 iphlpapi.def)
iphlpapi	add	IcmpCreateFile	move from icmplib-doc.def (CE5 Icmplib.lib / CE6 Iphlpapi.lib; R1 iphlpapi.def)
iphlpapi	add	IcmpParseReplies	move from icmplib-doc.def (CE5 Icmplib.lib / CE6 Iphlpapi.lib; R1 iphlpapi.def)
iphlpapi	add	AddIPAddress	doc title page aa450280 + R1 cegcc iphlpapi.def
iphlpapi	add	DeleteIPAddress	doc title page ee494912 + R1 cegcc iphlpapi.def
iphlpapi	add	GetBestInterface	doc title page aa450396 + R1 cegcc iphlpapi.def
iphlpapi	add	GetRTTAndHopCount	doc title page aa450422 + R1 cegcc iphlpapi.def
iphlpapi	add	Icmp6SendEcho2	doc title page ee494497 + R1 cegcc iphlpapi.def
iphlpapi	add	IcmpSendEcho	doc title page ee494520 + R1 cegcc iphlpapi.def
iphlpapi	add	IcmpSendEcho2	doc title page ee493861 + R1 cegcc iphlpapi.def
iphlpapi	add	SendARP	doc title page aa450884 + R1 cegcc iphlpapi.def
icmplib	delete-def	-	all 5 exports documented in both Icmplib.lib(CE5)/Iphlpapi.lib(CE6); single owner = iphlpapi (CE6 + R1)
ceshell	remove	SHChangeNotifyDeregister	move: aygshell-doc.def (R1 aygshell.def; dual row)
ceshell	remove	SHChangeNotifyFree	move: aygshell-doc.def (R1 aygshell.def; dual row)
ceshell	remove	SHChangeNotifyRegister	move: aygshell-doc.def (R1 aygshell.def; dual row)
wininet	add	CreateUrlCacheGroup	doc title page aa452433 + R1 cegcc wininet.def
wininet	add	DeleteUrlCacheGroup	doc title page aa452434 + R1 cegcc wininet.def
wininet	add	FindFirstUrlCacheGroup	doc title page aa452486 + R1 cegcc wininet.def
wininet	add	FindNextUrlCacheGroup	doc title page aa452487 + R1 cegcc wininet.def
wininet	add	FtpGetFileEx	doc title page aa452230 + R1 cegcc wininet.def
wininet	add	FtpGetFileSize	doc title page aa452232 + R1 cegcc wininet.def
wininet	add	FtpPutFileEx	doc title page aa452238 + R1 cegcc wininet.def
wininet	add	InternetCloseHandle	doc title page ee492251 + R1 cegcc wininet.def
wininet	add	InternetErrorDlg	doc title page ee492869 + R1 cegcc wininet.def
wininet	add	InternetLockRequestFile	doc title page ee492208 + R1 cegcc wininet.def
wininet	add	InternetQueryDataAvailable	doc title page ee491998 + R1 cegcc wininet.def
wininet	add	InternetReadFile	doc title page ee491861 + R1 cegcc wininet.def
wininet	add	InternetSetFilePointer	doc title page ee492858 + R1 cegcc wininet.def
wininet	add	InternetSetStatusCallback	doc title page ee492013 + R1 cegcc wininet.def
wininet	add	InternetWriteFile	doc title page ee492463 + R1 cegcc wininet.def
wininet	add	SetUrlCacheEntryGroup	doc title page aa452491 + R1 cegcc wininet.def
commctrl	add	CreateToolbarEx	doc title page ee501151 + R1 cegcc commctrl.def
commctrl	add	CreateUpDownControl	doc title page ee499376 + R1 cegcc commctrl.def
commctrl	add	DPA_GetPtr	doc title page aa452967 + R1 cegcc commctrl.def
commctrl	add	DestroyPropertySheetPage	doc title page aa452941 + R1 cegcc commctrl.def
commctrl	add	InvertRect	doc title page ee503209 + R1 cegcc commctrl.def
ceshell	add	SHAddToRecentDocs	doc title page aa453667 + R1 cegcc ceshell.def
ceshell	add	SHCreateShortcut	doc title page aa453680 + R1 cegcc ceshell.def
ceshell	add	SHGetShortcutTarget	doc title page aa453705 + R1 cegcc ceshell.def
ceshell	add	SHLoadDIBitmap	doc title page aa453720 + R1 cegcc ceshell.def
msdmo	add	DMORegister	doc title page aa451608 + R1 cegcc msdmo.def
msdmo	add	DllCanUnloadNow	doc title page ee489182 + R1 cegcc msdmo.def
msdmo	add	DllGetClassObject	doc title page ee487927 + R1 cegcc msdmo.def
sms	add	SmsSetMessageNotification	doc title page ee497377 + R1 cegcc sms.def
ole32	add	OleSetMenuDescriptor	doc title page ee488661 + R1 cegcc ole32.def
msmqrt	add	MQReceiveMessage	doc title page ee498472 + R1 cegcc msmqrt.def
crypt32	add	CryptFindLocalizedName	doc title page aa452566 + R1 cegcc crypt32.def
cellcore	add	ConnMgrEnumDestinations	doc title page ee496934 + R1 cegcc cellcore.def (header decl HELD on unprinted MAX_LENGTH_* constants; def entry only)
cellcore	add	SimGetDevCaps	doc title page ee497394 + R1 cegcc cellcore.def (header decl HELD on unprinted MAX_LENGTH_* constants; def entry only)
cellcore	add	SimReadMessage	doc title page ee497144 + R1 cegcc cellcore.def (header decl HELD on unprinted MAX_LENGTH_* constants; def entry only)
cellcore	add	SimReadPhonebookEntry	doc title page ee498099 + R1 cegcc cellcore.def (header decl HELD on unprinted MAX_LENGTH_* constants; def entry only)
cellcore	add	SimWriteMessage	doc title page ee498102 + R1 cegcc cellcore.def (header decl HELD on unprinted MAX_LENGTH_* constants; def entry only)
cellcore	add	SimWritePhonebookEntry	doc title page ee496880 + R1 cegcc cellcore.def (header decl HELD on unprinted MAX_LENGTH_* constants; def entry only)
cellcore	add	lineGetCurrentOperator	doc title page ee497180 + R1 cegcc cellcore.def (header decl HELD on unprinted MAX_LENGTH_* constants; def entry only)
cellcore	add	lineSendUSSD	doc title page ee497597 + R1 cegcc cellcore.def (header decl HELD on unprinted MAX_LENGTH_* constants; def entry only)
cellcore	add	lineSetPreferredOperator	doc title page ee496856 + R1 cegcc cellcore.def (header decl HELD on unprinted MAX_LENGTH_* constants; def entry only)
